2016 US Presidential Election,Trump,Clinton,Independent,
Franklin,7900,7001,1481,
Androscoggin,28189,22975,4176,
York,50388,55828,7746,
Hancock,13682,16107,2194,
Penobscot,41601,32832,5795,
Cumberland,57697,102935,10617,
Washington,9037,6358,1164,
Knox,9148,12440,1433,
Sagadahoc,9304,10679,1613,
Kennebec,31753,29296,4950,
Aroostook,19419,13377,2167,
Piscataquis,5403,3098,643,
Waldo,10378,10442,1810,
Lincoln,9727,10241,1464,
Oxford,16214,12172,2708,
Somerset,14998,9092,1878,
