2016 US Presidential Election,Trump,Clinton,Independent,
Mineral,1179,637,181,
Storey,1616,752,190,
Lander,1828,403,182,
Humboldt,4521,1386,526,
Lyon,16005,6146,1611,
Churchill,7828,2210,898,
Elko,13542,3400,1603,
Pershing,1403,430,149,
Clark,319571,401068,44782,
Douglas,17406,8453,2012,
White Pine,2723,707,343,
Carson City,13125,9610,2281,
Washoe,94529,97032,17721,
Esmeralda,329,65,29,
Nye,13320,5095,1177,
Lincoln,1671,285,176,
Eureka,723,74,57,
