2016 US Presidential Election,Trump,Clinton,Independent,
Franklin,8752,9351,1270,
Windham,5462,14340,1349,
Addison,5297,11217,1078,
Windsor,8604,17544,1684,
Rutland,12471,13629,1560,
Chittenden,18298,54463,4502,
Orange,4997,7522,945,
Caledonia,5533,6445,988,
Washington,7993,18594,2067,
Lamoille,3570,7241,830,
Grand Isle,1487,2094,197,
Essex,1506,1019,181,
Orleans,5158,5181,649,
Bennington,5925,9539,881,
