2016 US Presidential Election,Trump,Clinton,Independent,
Franklin,10327,24369,3291,
Plymouth,114722,133828,15618,
Barnstable,53842,71632,7193,
Hampden,78230,110313,11677,
Suffolk,50042,241212,12263,
Worcester,157138,197126,26708,
Berkshire,16799,43540,4168,
Bristol,104775,127619,13674,
Hampshire,22089,54572,5668,
Middlesex,216163,508919,42255,
Nantucket,1892,4144,368,
Essex,135405,220027,20708,
Dukes,2474,8338,622,
Norfolk,119171,219129,19481,
