2016 US Presidential Election,Trump,Clinton,Independent,
Graham,8025,3301,613,
Cochise,25036,15291,2820,
La Paz,3381,1318,232,
Pima,147019,195649,18094,
Navajo,18165,15362,1882,
Apache,5315,12196,1148,
Coconino,16573,25308,3048,
Gila,13672,6746,980,
Mohave,54656,16485,3048,
Pinal,53857,35737,4211,
Yavapai,58862,29705,4213,
Yuma,20586,18336,1837,
Santa Cruz,3650,10684,592,
Maricopa,590465,549040,62429,
Greenlee,1892,1092,259,
