2016 US Presidential Election,Trump,Clinton,Independent,
Coos,7951,6558,746,
Carroll,14635,12987,1441,
Cheshire,16876,22064,2140,
Belknap,19315,13517,1630,
Strafford,29072,34894,3952,
Sullivan,10796,10210,1095,
Hillsborough,100013,99589,11020,
Merrimack,37674,40198,4110,
Grafton,19010,28510,2545,
Rockingham,90447,79994,8564,
